login,pursue_degree,major,scholarship,search_employment,hphno,hphno2,resume_doc,email,comments,degree,student_id,first_name,last_name,current,picture,wphno,advisement,quality,bstart_yyyy,bstart_mm,bstart_dd,bgrad_yyyy,bgrad_mm,bgrad_dd,bmentor_name,badvisor_name,bproject_title,bconcentration_doc,mstart_yyyy,mstart_mm,mstart_dd,mdef_yyyy,mdef_mm,mdef_dd,mgrad_yyyy,mgrad_mm,mgrad_dd,mcomm_member1,mcomm_member2,mcomm_member3,madvisor_name,mthesis_title,mthesis_doc,mthesis,pstart_yyyy,pstart_mm,pstart_dd,pcand_yyyy,pcand_mm,pcand_dd,pdef_yyyy,pdef_mm,pdef_dd,pgrad_yyyy,pgrad_mm,pgrad_dd,pcomm_member1,pcomm_member2,pcomm_member3,pcomm_member4,pcomm_member5,pcomm_member6,padvisor_name,pdissertation_title,pdissertation_doc,current_program,emp_name,emp_location,webaddr,job_title,refer,contact,login,school_name,login,currentlevel
siu854012345,yes,CS,no,no,6461029392,none,none,ken.chong@siu.edu,none,B,854012345,Ken,Chong,current,none,none,mt,mt,2015,Aug,16,2019,May,11,Edmond,Dr. Tessema Mengistu,Running Tracker,Security,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Bidyut Gupta,Dr. Kousik Sinha,Dr.  Banafsheh Rekabdar,Dr. Dunren Che,Google Cloud,none,yes,2022,Dec,4,2022,Dec,3,2027,Dec,6,2027,Apr,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854112345,yes,CS,no,no,7901973643,none,none,alan.anderson@siu.edu,none,B,854112345,Alan,Anderson,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Jonathan,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854212345,yes,CS,no,no,7901971234,none,none,jacky.anderson@siu.edu,none,B,854212345,Jacky,Anderson,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Edward,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854312345,yes,CS,no,no,8001973643,none,none,pavi.gunnasigan@siu.edu,none,B,854312345,Pavi,Gunnasigan,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Brian,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854412345,yes,CS,no,no,8011973623,none,none,anne.edgar@siu.edu,none,B,854412345,Anne,Edgar,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Franklin,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854512345,yes,CS,no,no,3001233245,none,none,weather.cassady@siu.edu,none,B,854512345,Weather,Cassady,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Lora,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854612345,yes,CS,no,no,6185467128,none,none,toni.rogers@siu.edu,none,B,854612345,Toni,Rogers,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Noor,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854712345,yes,CS,no,no,6189954325,none,none,sam.thompson@siu.edu,none,B,854712345,Sam,Thompson,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Eddie,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854812345,yes,CS,no,no,6187683491,none,none,brucy.wood@siu.edu,none,B,854812345,Brucy,Wood,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Brock,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854912345,yes,CS,no,no,6183651902,none,none,levan.johnson@siu.edu,none,B,854912345,Levan,Johnson,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Zoe,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855012345,yes,CS,no,no,6187623643,none,none,gabbie.collin@siu.edu,none,B,855012345,Gabbie,Collin,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Olivia,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855112345,yes,CS,no,no,6185673643,none,none,abdull.ali@siu.edu,none,B,855112345,Abdull,Ali,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Jason,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855212345,yes,CS,no,no,6184450243,none,none,adams.norton@siu.edu,none,B,855212345,Adams,Norton,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Tania,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855312345,yes,CS,no,no,6189034543,none,none,gordan.duke@siu.edu,none,B,855312345,Gordan,Duke,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Nathan,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855412345,yes,CS,no,no,7903458956,none,none,josell.sola@siu.edu,none,B,855412345,Josell,Sola,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Rick,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855512345,yes,CS,no,no,6181973552,none,none,kimy.william@siu.edu,none,B,855512345,Kimy,William,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Steve,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855612345,yes,CS,no,no,6181563643,none,none,nataliee.evans@siu.edu,none,B,855612345,Nataliee,Evans,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Sam,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu855712345,yes,CS,no,no,6184286019,none,none,nicky.petz@siu.edu,none,B,855712345,Nicky,Petz,current,none,none,mt,mt,2015,Jan,16,2019,May,11,Vincent,Dr. Tessema Mengistu,AI Program,Artificial Intelligence,2019,Aug,15,2020,Apr,11,2020,May,10,Dr. Wang,Dr. Henry Hexmoor,Dr. Khalid Ahmed,Dr. Tessema Mengistu,Amazon Web Service,none,yes,2022,Jan,4,2022,Jan,3,2027,Jan,6,2027,May,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Bachelors,Amazon,California,amazon.com,none,no,no,siu85402638,UIUC,siu85402638,Senior
siu854026138,yes,CS,no,no,6185592618,none,none,zk.wong@siu.edu,none,B,854026138,ZK,Wong,current,none,none,mt,mt,2016,Aug,16,2019,May,11,Michael,Dr. Tessema Mengistu,SIMS,Database,2018,Jan,15,2019,Nov,12,2019,Dec,11,Dr. Xiao Lan Huang,Dr. Norman Carver,Dr. Henry Hexmoor,Dr. Dunren Che,AI and Human Interactions,none,yes,2022,Feb,4,2022,Feb,3,2027,Feb,6,2027,Jun,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Senior,Google,California,google.com,none,no,no,siu85402638,SIUC,siu85402638,Senior
siu854026161,yes,CS,no,no,6185592625,none,none,fann.wu@siu.edu,none,B,854026161,Fann,Wu,current,none,none,mt,mt,2016,Aug,16,2019,May,11,Michael,Dr. Tessema Mengistu,SIMS,Database,2018,Jan,15,2019,Nov,12,2019,Dec,11,Dr. Xiao Lan Huang,Dr. Norman Carver,Dr. Henry Hexmoor,Dr. Dunren Che,AI and Human Interactions,none,yes,2022,Feb,4,2022,Feb,3,2027,Feb,6,2027,Jun,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Senior,Google,California,google.com,none,no,no,siu85402638,SIUC,siu85402638,Senior
siu854026162,yes,CS,no,no,6185592625,none,none,rann.wee@siu.edu,none,B,854026162,Rann,Wee,current,none,none,mt,mt,2016,Aug,16,2019,May,11,Michael,Dr. Tessema Mengistu,SIMS,Database,2018,Jan,15,2019,Nov,12,2019,Dec,11,Dr. Xiao Lan Huang,Dr. Norman Carver,Dr. Henry Hexmoor,Dr. Dunren Che,AI and Human Interactions,none,yes,2022,Feb,4,2022,Feb,3,2027,Feb,6,2027,Jun,11,Dr.  Michelle Zhu,Dr.  Neda Saeedloei,Dr.  Nicholas CK Phillips,Dr.  Qiang Cheng,Dr.  Shiva Houshmand,Dr.  Spyros Tragoudas,Dr.  Koushik Sinha,Artificial Intelligence,none,Senior,Google,California,google.com,none,no,no,siu85402638,SIUC,siu85402638,Senior
